"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"2508","KO3",0.0333752663602988,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"836","KO3",0.0333752663602988,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Other"
"1042","KO3",0.0333752663602988,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"2438","KO3",0.0333752663602988,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Oscillochloridaceae","Other"
"3167","KO3",0.0333752663602988,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Other"
"3450","KO2",0.033208800332088,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1476","KO2",0.033208800332088,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Other"
"1260","OE2",0.0331445100638785,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Other"
"3471","OE2",0.0331445100638785,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Other"
"930","KO1",0.0331006259027443,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2475","KO1",0.0331006259027443,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"3086","KO1",0.0331006259027443,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3160","KO1",0.0331006259027443,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Other"
"935","OE5",0.0330181599879934,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"1572","OE5",0.0330181599879934,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Other"
"3236","OE5",0.0330181599879934,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2734","WT3",0.0328110901484702,"WT","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"3036","WT3",0.0328110901484702,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Other"
"42","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1468","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Other"
"2167","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Other"
"3028","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Other"
"3443","KO6",0.0324798354355005,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3630","KO6",0.0324798354355005,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"2043","WT6",0.0322615334982256,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"3759","WT6",0.0322615334982256,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"3352","WT1",0.0320864194229792,"WT","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Other"
"1948","WT1",0.0320864194229792,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"2090","WT1",0.0320864194229792,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"2731","WT1",0.0320864194229792,"WT","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"999","WT5",0.0320136591612421,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1025","WT5",0.0320136591612421,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Other"
"1249","WT5",0.0320136591612421,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Other"
"1334","WT5",0.0320136591612421,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp17","Unassigned","Unassigned","Other"
"811","OE3",0.0317625317625318,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"2283","OE3",0.0317625317625318,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"3463","OE3",0.0317625317625318,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Other"
"1160","KO4",0.0314911037631869,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Other"
"1795","KO4",0.0314911037631869,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1790","WT2",0.0312605830098731,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"77","OE6",0.0312022215981778,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"3472","OE6",0.0312022215981778,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Other"
"3640","OE6",0.0312022215981778,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other"
"823","OE1",0.0308289915836853,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"1907","OE1",0.0308289915836853,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"1958","OE1",0.0308289915836853,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"2039","OE1",0.0308289915836853,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2468","OE1",0.0308289915836853,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"465","KO5",0.030808729139923,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"2429","KO5",0.030808729139923,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Other"
"700","KO3",0.0308079381787374,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1690","KO3",0.0308079381787374,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"212","KO3",0.0308079381787374,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Other"
"401","KO3",0.0308079381787374,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2261","KO3",0.0308079381787374,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Other"
"2367","KO3",0.0308079381787374,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2422","KO3",0.0308079381787374,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Other"
"3219","KO3",0.0308079381787374,"KO","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Other"
"3666","KO2",0.030441400304414,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"216","KO2",0.030441400304414,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Other"
"546","OE4",0.0303563839475442,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"2760","OE4",0.0303563839475442,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_2","Other"
"3264","OE4",0.0303563839475442,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1484","OE2",0.0301313727853441,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3591","OE2",0.0301313727853441,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"37","KO1",0.0300914780934039,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"774","WT3",0.0300768326360977,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"3590","OE5",0.030016509079994,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"3755","OE5",0.030016509079994,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"32","KO6",0.0297731824825421,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobineae_incertae_sedis","Other"
"86","KO6",0.0297731824825421,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"863","KO6",0.0297731824825421,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"1385","KO6",0.0297731824825421,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Other"
"2373","KO6",0.0297731824825421,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"3302","KO6",0.0297731824825421,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"3376","KO6",0.0297731824825421,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"83","WT6",0.0295730723733735,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"1267","WT6",0.0295730723733735,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Glycomycetaceae","Other"
"1374","WT6",0.0295730723733735,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Other"
"2538","WT1",0.029412551137731,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"3209","WT1",0.029412551137731,"WT","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Other"
"3368","WT1",0.029412551137731,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3803","WT1",0.029412551137731,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2270","WT5",0.0293458542311386,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"356","OE3",0.0288750288750289,"OE","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Other"
"830","OE3",0.0288750288750289,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Other"
"1022","OE3",0.0288750288750289,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Other"
"2052","OE3",0.0288750288750289,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"3426","WT2",0.028655534425717,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"853","KO5",0.0282413350449294,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"1027","KO5",0.0282413350449294,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"1156","KO3",0.0282406099971759,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Other"
"2094","KO3",0.0282406099971759,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"2350","KO3",0.0282406099971759,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2767","KO3",0.0282406099971759,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_2","Other"
"3203","KO3",0.0282406099971759,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"473","OE6",0.02808199943836,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"992","OE6",0.02808199943836,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"2245","OE6",0.02808199943836,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Other"
"3102","OE6",0.02808199943836,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Other"
"3629","OE6",0.02808199943836,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"403","OE1",0.0277460924253168,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2711","OE1",0.0277460924253168,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3210","OE1",0.0277460924253168,"OE","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Other"
"1786","OE1",0.0277460924253168,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"851","KO2",0.02767400027674,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Other"
"344","WT3",0.0273425751237252,"WT","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Other"
"1018","WT3",0.0273425751237252,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Other"
"2525","WT3",0.0273425751237252,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2659","WT3",0.0273425751237252,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"304","OE4",0.0273207455527898,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"2725","OE4",0.0273207455527898,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"1341","OE4",0.0273207455527897,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp17","Unassigned","Unassigned","Other"
"817","OE2",0.0271182355068097,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"2397","OE2",0.0271182355068097,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"3631","OE2",0.0271182355068097,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"3833","OE2",0.0271182355068097,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"755","WT4",0.0270870578037814,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Other"
"1643","WT4",0.0270870578037814,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"407","KO1",0.0270823302840636,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"839","KO1",0.0270823302840636,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Other"
"1382","KO1",0.0270823302840636,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Other"
"1571","KO1",0.0270823302840636,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Other"
"3627","KO1",0.0270823302840636,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"1344","KO6",0.0270665295295837,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp17","Unassigned","Unassigned","Other"
"664","OE5",0.0270148581719946,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"208","WT6",0.0268846112485213,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Other"
"2472","WT6",0.0268846112485213,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"3467","WT6",0.0268846112485213,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Other"
"3568","WT6",0.0268846112485213,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"921","WT5",0.0266780493010351,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"1040","WT5",0.0266780493010351,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"2766","WT5",0.0266780493010351,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_2","Other"
"3444","WT5",0.0266780493010351,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"654","KO4",0.0262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1521","WT2",0.0260504858415609,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2284","WT2",0.0260504858415609,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"2520","WT2",0.0260504858415609,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2537","WT2",0.0260504858415609,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2724","WT2",0.0260504858415609,"WT","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"3456","WT2",0.0260504858415609,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"36","OE3",0.025987525987526,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobineae_incertae_sedis","Other"
"474","OE3",0.025987525987526,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"1477","OE3",0.025987525987526,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1953","OE3",0.025987525987526,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"3214","OE3",0.025987525987526,"OE","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Other"
"3371","OE3",0.025987525987526,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3549","OE3",0.025987525987526,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"529","KO5",0.0256739409499358,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Other"
