OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1248	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_12185	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Bacteroidetes bacterium
OTU_12195	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Bacteroidetes bacterium
OTU_11460	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_9230	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned
OTU_11128	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured bacterium
OTU_9633	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_11641	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
OTU_4786	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned
OTU_8568	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_7851	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_10832	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter tundripaludum 21/22
OTU_6589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	uncultured bacterium
OTU_8334	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_7924	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_3643	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Unassigned	Unassigned	Unassigned
OTU_5040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured soil bacterium
OTU_5709	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	uncultured bacterium
OTU_3269	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_10417	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5385	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca	uncultured bacterium
OTU_9309	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_8535	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5783	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_11127	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	PHOS-HE51	uncultured bacterium	Unassigned
OTU_11309	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unassigned	Unassigned
OTU_4707	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_1669	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	uncultured bacterium
OTU_3189	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_8001	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_7061	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
OTU_9286	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Bacteroidetes bacterium
OTU_4076	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_6370	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_11649	Bacteria	Acidobacteria	Subgroup 6	uncultured prokaryote	Unassigned	Unassigned	Unassigned
OTU_6337	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_9733	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_5036	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4022	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	uncultured bacterium
OTU_11185	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_6125	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_7206	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_9634	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Unassigned
OTU_8115	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
OTU_6512	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_4975	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_1948	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_10929	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_11623	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_8053	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_3203	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_4224	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_9584	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Herbaspirillum sp. THWCSN35
OTU_11642	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	TM146	uncultured bacterium	Unassigned
OTU_9728	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Hydrocarboniphaga	Hydrocarboniphaga daqingensis
OTU_11325	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	Unassigned
OTU_6979	Bacteria	Saccharibacteria	uncultured bacterium	Unassigned	Unassigned	Unassigned	Unassigned
OTU_3645	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. PV1
OTU_11135	Bacteria	Cyanobacteria	ML635J-21	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_10433	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_5189	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_9430	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Unassigned	Unassigned	Unassigned
OTU_10862	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira lenta
OTU_9958	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_6168	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_9229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	uncultured bacterium
OTU_8364	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4481	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_7155	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_7324	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_4785	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_11612	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Bacteroidetes bacterium
OTU_8062	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira lenta
OTU_9628	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_3479	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4457	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_9791	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_9626	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_8010	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	Unassigned
OTU_5201	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned
OTU_8825	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
OTU_4381	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11471	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured Acinetobacter sp.
OTU_11666	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_2072	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	uncultured bacterium
OTU_6908	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_11534	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured bacterium
OTU_1326	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	uncultured Bacteroidetes bacterium
OTU_10676	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_9362	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	uncultured bacterium
OTU_711	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_10644	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	uncultured bacterium
OTU_7237	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
OTU_6624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_10416	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_7600	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_591	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_10413	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_11569	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	uncultured bacterium
OTU_8710	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	uncultured bacterium
OTU_7666	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured Sphingobacterium sp.	Unassigned
OTU_932	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_6155	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_7858	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned
OTU_10824	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_5588	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	uncultured bacterium
OTU_10875	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	uncultured bacterium
OTU_7404	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_4486	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_3626	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_4965	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_11906	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured bacterium
OTU_8250	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_3181	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	uncultured bacterium
OTU_8656	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unassigned
OTU_10528	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11424	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
OTU_1383	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_7353	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_493	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_4313	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11200	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Unassigned
OTU_6790	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_3121	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_787	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_4572	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_4642	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Unassigned	Unassigned
OTU_6176	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_11218	Bacteria	Proteobacteria	Gammaproteobacteria	aaa34a10	uncultured bacterium	Unassigned	Unassigned
OTU_10200	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_11881	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_5324	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_10218	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Unassigned
OTU_7361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured alpha proteobacterium
OTU_4240	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_6219	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_11237	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_5396	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_4502	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Romeria sp. KLL-H-201	Unassigned
OTU_4461	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned
OTU_11229	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_9787	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
OTU_4689	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	uncultured bacterium
OTU_11257	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_9412	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Romeria sp. KLL-H-201	Unassigned
OTU_2519	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_2823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_7322	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_6341	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_10175	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Romeria sp. KLL-H-201	Unassigned
OTU_10259	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_12152	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_11691	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_9497	Bacteria	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured bacterium	Unassigned	Unassigned
OTU_698	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_11954	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium	Unassigned
OTU_10074	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_10281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	FukuN57	uncultured bacterium	Unassigned
OTU_9713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	uncultured bacterium	Unassigned
OTU_9073	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_453	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_1548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Flexibacter sp.
OTU_8305	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured gamma proteobacterium
OTU_5781	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_3762	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_9838	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured bacterium
OTU_4835	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	uncultured bacterium
OTU_6894	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured gamma proteobacterium
OTU_9862	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_8366	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_4667	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_3903	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_2581	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_440	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_3436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured alpha proteobacterium
OTU_5681	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_2030	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_5328	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
OTU_7193	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Flavobacterium sp.
OTU_6447	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_6657	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_4736	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_6024	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_8176	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_6308	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	CABC2E06	uncultured bacterium	Unassigned
OTU_4376	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_9912	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Betaproteobacteria bacterium UKL13-2
OTU_12275	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_3353	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_6490	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_11989	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_8193	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_4637	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_10686	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_11946	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_8471	Bacteria	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured beta proteobacterium	Unassigned	Unassigned
OTU_4747	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_8944	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_8683	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned
OTU_7590	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_12042	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
OTU_2083	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_7917	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Oscillatoria	Phormidium sp. SABC022903
OTU_11209	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
OTU_6428	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_8148	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4584	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_8995	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	uncultured bacterium
OTU_8966	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured alpha proteobacterium
OTU_3262	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_7612	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
OTU_6011	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_12099	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Dolichospermum spiroides NIES-78	Unassigned
OTU_12029	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_12375	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Unassigned	Unassigned	Unassigned
OTU_5087	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	uncultured bacterium
OTU_3987	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_8892	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
